freq,unit,s_adj,na_item,geo\TIME_PERIOD	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 
Q,PCH_SM,NSA,NULC_HW,SI	-0.2 	2.1 	1.8 	0.5 	2.6 	3.3 	1.0 	3.4 	4.4 	6.1 	3.5 	1.7 	3.6 	12.9 	3.1 	8.7 	8.3 	-2.8 	3.5 	-5.6 	-5.8 	-3.0 	3.6 	8.7 
Q,PCH_SM,NSA,NULC_HW,SK	4.0 	4.5 	5.6 	3.9 	5.2 	4.6 	2.8 	3.5 	4.1 	7.4 	5.9 	4.6 	9.2 	5.2 	2.0 	3.4 	0.9 	0.1 	3.4 	5.3 	5.6 	6.3 	9.0 	5.8 
Q,PCH_SM,NSA,NULC_HW,UK	3.4 	2.1 	1.1 	2.1 	1.3 	2.5 	2.2 	3.2 	3.8 	4.8 	4.5 	2.5 	6.8 	23.2 	10.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_PER,AT	0.0 	1.2 	1.0 	1.7 	2.1 	2.9 	3.0 	0.8 	1.9 	1.9 	1.3 	4.2 	5.5 	13.3 	4.4 	6.1 	4.7 	-6.0 	1.2 	0.7 	0.2 	1.8 	3.5 	3.2 
Q,PCH_SM,NSA,NULC_PER,BE	0.2 	2.0 	2.4 	2.8 	1.9 	1.9 	1.2 	1.1 	1.2 	1.4 	1.5 	1.3 	1.6 p	7.2 p	3.7 p	4.4 p	2.1 p	-2.9 p	-0.4 p	0.3 p	4.3 p	4.7 p	7.8 p	9.2 p
Q,PCH_SM,NSA,NULC_PER,BG	6.2 	8.0 	11.4 	12.0 	8.0 	6.7 	5.3 	6.8 	3.1 	4.2 	1.9 	3.3 	7.1 	10.7 	7.3 	10.7 	3.8 	4.0 	5.0 	2.3 	10.3 p	17.9 p	16.1 p	: 
Q,PCH_SM,NSA,NULC_PER,CH	-1.7 	0.2 	0.1 	0.9 	1.0 	-2.2 	-1.6 	-0.2 	0.9 	1.7 	0.7 	1.8 	1.0 	1.6 	1.8 	-0.6 	0.2 	-1.7 	0.1 	3.1 	2.3 	3.2 	2.1 	1.4 
Q,PCH_SM,NSA,NULC_PER,CY	-0.5 	0.8 	2.9 	1.7 	1.2 	0.9 	1.2 	1.2 	1.9 	3.8 	2.0 	3.0 	2.4 	7.8 	1.2 	0.4 	-3.4 p	-0.6 p	-0.6 p	-1.2 p	0.8 p	0.2 p	0.9 p	2.2 p
Q,PCH_SM,NSA,NULC_PER,CZ	3.3 	4.5 	3.5 	2.6 	5.7 	6.5 	6.5 	5.8 	5.0 	5.0 	3.2 	4.1 	5.8 	7.6 	6.4 	9.1 	0.4 	1.8 	3.8 	1.3 	4.2 	2.9 	4.6 	5.9 
Q,PCH_SM,NSA,NULC_PER,DE	0.3 	2.7 	1.3 	0.9 	3.0 	2.1 	4.5 	3.8 	3.2 p	4.5 p	2.6 p	2.8 p	3.5 p	7.9 p	1.4 p	1.4 p	1.5 p	-5.2 p	2.6 p	3.1 p	2.3 p	3.6 p	3.2 p	5.7 p
Q,PCH_SM,NSA,NULC_PER,DK	-1.1 	-0.1 	0.9 	1.6 	1.6 	1.6 	0.9 	0.4 	1.9 	1.5 	1.7 	2.4 	2.2 	7.3 	2.4 	2.4 	1.6 	-2.4 	2.1 	1.1 	3.3 	2.6 	2.5 	4.0 
Q,PCH_SM,NSA,NULC_PER,EA	0.4 	1.0 	0.6 	0.7 	1.4 	1.6 	2.6 	2.3 	2.3 	2.3 	1.3 	1.9 	4.0 	8.7 	2.9 	3.3 	1.4 	-4.4 	1.5 	1.1 	1.9 	2.8 	3.2 	5.1 
Q,PCH_SM,NSA,NULC_PER,EA12	0.4 	1.0 	0.6 	0.6 	1.3 	1.5 	2.6 	2.3 	2.2 	2.2 	1.2 	1.8 	3.9 	8.7 	3.0 	3.3 	1.3 	-4.6 	1.5 	1.0 	1.8 	2.7 	3.1 	5.0 
Q,PCH_SM,NSA,NULC_PER,EA19	0.4 	1.0 	0.6 	0.7 	1.4 	1.6 	2.6 	2.3 	2.3 	2.3 	1.3 	1.9 	4.0 	8.7 	2.9 	3.3 	1.4 	-4.4 	1.5 	1.1 	1.9 	2.8 	3.2 	5.1 
Q,PCH_SM,NSA,NULC_PER,EA20	0.4 	1.0 	0.6 	0.7 	1.4 	1.6 	2.6 	2.3 	2.3 	2.3 	1.3 	1.9 	4.0 	8.7 	3.0 	3.4 	1.4 	-4.4 	1.5 	1.1 	1.9 	2.8 	3.2 	5.1 
Q,PCH_SM,NSA,NULC_PER,EE	2.3 	3.3 	6.3 	3.8 	5.8 	5.5 	7.3 	6.8 	7.6 	10.8 	1.3 	-0.1 	3.3 	1.7 	5.3 	5.5 	-0.1 	0.3 	2.3 	4.4 	9.0 	16.1 	15.7 	17.7 
Q,PCH_SM,NSA,NULC_PER,EL	1.6 	0.4 	-3.4 	1.1 	-0.9 	-1.0 	-0.4 	-1.6 	0.1 p	0.5 p	-0.5 p	0.1 p	2.5 p	11.8 p	8.8 p	6.2 p	-0.2 p	-8.3 p	-4.0 p	0.3 p	-1.1 p	-2.8 p	-1.3 p	-1.8 p
Q,PCH_SM,NSA,NULC_PER,ES	0.5 	-0.1 	0.9 	0.3 	0.8 	1.0 	2.4 	1.9 	3.6 	4.6 	3.1 	3.6 	7.0 p	13.5 p	6.9 p	7.8 p	4.9 p	-5.5 p	1.1 p	-1.8 p	-1.3 p	0.0 p	0.7 p	2.5 p
Q,PCH_SM,NSA,NULC_PER,EU15	-1.2 	-0.5 	-0.2 	0.7 	0.8 	1.3 	2.4 	2.2 	2.5 	2.6 	1.5 	2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_PER,EU27_2020	0.5 	1.3 	0.9 	1.1 	1.7 	1.4 	2.2 	2.0 	2.1 	2.2 	1.2 	1.8 	3.7 	8.3 	3.0 	3.4 	1.6 	-4.0 	1.4 	0.9 	1.8 	2.8 	3.4 	5.2 
Q,PCH_SM,NSA,NULC_PER,EU28	-1.0 	-0.1 	0.2 	1.1 	1.2 	1.4 	2.4 	2.2 	2.5 	2.6 	1.5 	2.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_PER,FI	-3.5 	-3.0 	-3.5 	-2.6 	0.8 	2.3 	3.0 	4.4 	3.4 	2.4 	1.0 	0.7 	3.3 	2.8 	-0.5 	-1.8 	2.2 	1.1 	5.7 	4.3 	2.0 	2.3 	5.1 	5.3 
Q,PCH_SM,NSA,NULC_PER,FR	1.1 	1.2 	0.5 	0.5 	0.9 	0.9 	0.9 	0.6 	-0.4 	-1.0 	-1.1 	-0.2 	4.1 	9.7 	3.5 	2.6 	1.0 	-4.3 	2.1 	2.6 	3.8 	4.5 	4.8 	6.2 
Q,PCH_SM,NSA,NULC_PER,HR	-2.6 	-0.1 	-0.6 	0.5 	4.6 	3.6 	3.0 	3.5 	-1.8 	0.6 	1.6 	-0.3 	1.7 	13.6 	11.7 	10.8 	5.1 p	-7.0 p	-3.1 p	1.2 p	-1.5 p	1.9 p	5.8 p	8.5 p
Q,PCH_SM,NSA,NULC_PER,HU	3.1 	6.2 	4.9 	4.0 	5.7 	2.2 	2.6 	3.0 	1.9 	4.0 	3.2 	3.4 	2.8 	12.7 	5.8 	5.7 	7.9 p	-3.9 p	2.8 p	2.2 p	12.4 p	6.6 p	12.0 p	15.7 p
Q,PCH_SM,NSA,NULC_PER,IE	0.3 	-1.6 	-7.9 	-1.2 	-6.2 	-5.7 	-1.4 	2.7 	3.0 	2.5 	-1.2 	1.2 	-1.3 	-7.9 	-10.9 	0.0 	-12.4 	-3.4 	3.8 	-4.3 	3.4 	0.1 	-2.8 	-3.3 
Q,PCH_SM,NSA,NULC_PER,IT	0.2 	-0.9 	0.7 	-0.2 	0.2 	3.1 	2.6 	2.0 	2.9 	0.8 	0.3 	1.4 	3.4 	5.1 	2.9 	1.5 	-0.8 	-2.2 	0.5 	0.2 	1.1 	2.7 	1.7 	5.6 
Q,PCH_SM,NSA,NULC_PER,LT	2.4 	5.8 	4.3 	4.5 	6.1 	3.4 	6.6 	4.8 	4.9 	7.2 	6.0 	7.0 	6.4 	5.9 	1.4 	6.3 	6.0 	7.8 	8.3 	5.3 	12.6 	15.0 	12.3 	16.0 
Q,PCH_SM,NSA,NULC_PER,LU	4.9 	7.0 	5.2 	4.4 	2.7 	5.0 	6.0 	8.4 	5.6 	3.1 	3.0 	1.1 	3.7 	2.7 	3.4 	5.1 	-0.1 	4.9 	5.0 	5.5 	7.7 p	9.8 p	5.0 p	: 
Q,PCH_SM,NSA,NULC_PER,LV	4.9 	4.9 	2.4 	4.3 	5.7 	4.8 	6.8 	4.6 	6.1 	5.3 	3.7 	5.0 	7.5 	6.6 	3.4 	2.4 	-0.6 	1.5 	8.5 	6.2 	6.2 	10.6 	8.5 	13.5 
Q,PCH_SM,NSA,NULC_PER,MT	-1.7 	-1.2 	-0.5 	2.0 	10.4 	7.5 	6.1 	6.3 	1.3 	2.3 	6.0 	3.2 	6.4 	19.1 	13.4 	9.9 	2.7 	-5.9 	-6.7 	-4.7 	-1.5 	0.3 	2.8 	6.5 
Q,PCH_SM,NSA,NULC_PER,NL	-0.4 	0.2 	0.7 	1.4 	2.3 	1.1 	3.1 	2.7 	3.7 	3.3 	2.1 	3.5 	5.2 p	12.3 p	7.2 p	9.3 p	4.7 p	-4.6 p	-0.5 p	-2.0 p	0.7 p	1.5 p	5.9 p	: 
Q,PCH_SM,NSA,NULC_PER,NO	-2.7 	2.9 	0.4 	1.9 	5.3 	2.2 	4.1 	4.4 	3.4 	5.3 	4.8 	4.2 	3.2 	3.7 	-0.4 	0.0 	3.4 	0.0 	2.4 	2.9 	2.5 	5.1 	5.8 	5.0 
Q,PCH_SM,NSA,NULC_PER,PL	0.4 	1.3 	1.6 	3.4 	0.7 	2.6 	1.7 	3.2 	4.0 	3.0 	4.2 	4.4 	5.2 	11.6 	5.7 	7.7 	4.6 	-3.5 	-2.6 	-1.6 	1.7 p	10.6 p	13.9 p	13.3 p
Q,PCH_SM,NSA,NULC_PER,PT	0.7 	1.7 	1.2 	4.4 	2.3 	2.0 	3.0 	5.9 	3.2 	3.0 	3.0 	2.2 	4.9 	17.4 	6.1 	7.9 	7.4 p	-5.6 p	1.9 p	-1.6 p	-2.6 p	0.7 p	2.9 p	4.4 p
Q,PCH_SM,NSA,NULC_PER,RO	7.6 	11.6 	6.1 	10.0 	10.6 	5.5 	7.3 	3.9 	7.7 	6.0 	5.8 	8.0 	2.5 	7.2 	8.1 	5.1 	4.3 p	-3.9 p	0.3 p	3.4 p	5.0 p	5.6 p	10.6 p	: 
Q,PCH_SM,NSA,NULC_PER,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_SM,NSA,NULC_PER,SE	1.5 	3.0 	1.8 	1.5 	3.1 	3.1 	4.7 	3.5 	2.2 	2.6 	0.4 	0.8 	2.4 	8.0 	1.1 	2.1 	3.3 	-3.7 	1.9 	-0.4 	0.1 	2.8 	3.1 	5.4 
Q,PCH_SM,NSA,NULC_PER,SI	0.2 	1.9 	1.7 	0.9 	2.9 	3.5 	1.1 	3.1 	3.5 	6.1 	3.9 	2.3 	4.6 	13.1 	2.7 	9.5 	6.6 	-2.6 	5.0 	-4.3 	-5.1 	-2.3 	4.2 	8.7 
Q,PCH_SM,NSA,NULC_PER,SK	4.2 	3.8 	5.5 	3.9 	5.0 	4.6 	2.9 	3.4 	3.7 	6.9 	6.0 	4.6 	8.6 	7.4 	1.7 	4.5 	1.7 	-0.8 	4.4 	5.5 	5.4 	6.8 	8.8 	5.6 
Q,PCH_SM,NSA,NULC_PER,UK	3.3 	2.0 	1.3 	2.5 	1.6 	2.8 	2.5 	3.3 	3.7 	5.0 	4.6 	2.5 	7.5 	26.0 	11.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_HW,AT	-1.9 	3.2 	3.0 	0.6 	3.0 	-0.4 	-1.0 	0.2 	-0.4 	1.3 	0.6 	-1.7 	2.1 	3.3 	-0.8 	5.5 	-2.5 	-2.7 	1.9 	2.1 	2.7 	3.7 	3.0 	-0.8 
Q,PCH_SM,NSA,RLPR_HW,BE	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_HW,BG	1.6 	1.7 	0.5 	0.1 	1.4 	2.3 	3.8 	3.3 	4.8 	4.1 	3.2 	2.7 	0.3 	1.9 	0.6 	0.4 	6.3 	3.7 	7.5 	7.3 	2.2 p	2.3 p	2.8 p	: 
Q,PCH_SM,NSA,RLPR_HW,CY	1.8 	1.9 	0.9 	0.8 	1.1 	0.3 	1.1 	1.3 	0.1 	0.4 	1.7 	1.5 	0.9 	3.5 	-0.1 	4.2 	2.1 p	0.4 p	3.0 p	1.2 p	2.5 p	1.1 p	1.3 p	1.0 p
Q,PCH_SM,NSA,RLPR_HW,CZ	2.1 	5.8 	2.8 	2.7 	3.6 	0.9 	0.7 	0.4 	1.6 	3.1 	2.3 	3.8 	5.1 	1.9 	-2.1 	4.9 	0.0 	1.8 	3.7 	-3.9 	-2.1 	-1.0 	-0.2 	-0.8 
Q,PCH_SM,NSA,RLPR_HW,DE	1.1 	1.8 	1.9 	2.5 	1.6 	0.4 	-0.3 	-0.8 	-0.1 p	0.8 p	1.1 p	1.3 p	0.7 p	-2.6 p	4.3 p	1.6 p	1.0 p	3.6 p	-0.6 p	-0.5 p	0.7 p	1.1 p	-0.8 p	0.8 p
Q,PCH_SM,NSA,RLPR_HW,DK	2.3 	2.4 	1.2 	1.6 	2.3 	1.9 	2.4 	2.3 	0.7 	1.0 	0.7 	0.6 	1.0 	0.2 	0.5 	2.4 	2.3 	1.0 	0.0 	0.7 	-2.5 	-0.5 	0.2 	-0.6 
Q,PCH_SM,NSA,RLPR_HW,EA	0.8 	1.9 	1.7 	1.7 	1.4 	-0.1 	-0.4 	-0.5 	-0.2 	1.0 	1.2 	0.7 	1.5 	3.8 	1.7 	1.8 	2.0 	-2.9 	0.3 	-0.2 	-1.1 	0.8 	0.3 	0.2 
Q,PCH_SM,NSA,RLPR_HW,EA12	0.7 	1.8 	1.6 	1.6 	1.3 	-0.1 	-0.5 	-0.6 	-0.3 	1.0 	1.2 	0.7 	1.6 	3.8 	1.7 	1.7 	1.9 	-3.1 	0.2 	-0.4 	-1.1 	0.9 	0.3 	0.3 
Q,PCH_SM,NSA,RLPR_HW,EA19	0.8 	1.9 	1.7 	1.7 	1.4 	-0.1 	-0.4 	-0.5 	-0.2 	1.0 	1.2 	0.7 	1.5 	3.8 	1.7 	1.8 	2.0 	-2.9 	0.3 	-0.2 	-1.1 	0.8 	0.3 	0.2 
Q,PCH_SM,NSA,RLPR_HW,EA20	0.8 	1.9 	1.7 	1.6 	1.3 	0.0 	-0.4 	-0.5 	-0.2 	1.0 	1.1 	0.7 	1.5 	3.5 	1.6 	1.8 	2.0 	-2.7 	0.4 	-0.2 	-1.1 	0.9 	0.3 	0.2 
Q,PCH_SM,NSA,RLPR_HW,EE	0.0 	7.3 	2.0 	2.4 	7.4 	1.0 	10.5 	7.6 	2.7 	3.7 	4.0 	2.5 	5.8 	6.7 	3.1 	7.3 	0.0 	2.6 	-3.8 	0.8 	-3.2 	-4.3 	-6.8 	-8.3 
Q,PCH_SM,NSA,RLPR_HW,EL	2.4 	1.9 	3.4 	-2.1 	-1.7 	-3.4 	-5.6 	-3.1 	-0.7 p	1.3 p	5.2 p	1.8 p	3.8 p	13.6 p	-9.0 p	5.3 p	6.9 p	-13.9 p	9.5 p	-7.2 p	-8.4 p	2.4 p	3.8 p	2.9 p
Q,PCH_SM,NSA,RLPR_HW,ES	-0.5 	2.1 	0.8 	1.0 	1.3 	-1.2 	-0.8 	-0.1 	-0.9 	1.7 	1.5 	0.0 	1.2 p	5.0 p	-2.0 p	-3.4 p	-1.4 p	-9.6 p	0.6 p	4.0 p	-0.2 p	3.7 p	1.4 p	0.8 p
Q,PCH_SM,NSA,RLPR_HW,EU15	0.4 	1.9 	1.6 	1.4 	1.5 	-0.1 	-0.4 	-0.4 	-0.5 	0.9 	1.0 	0.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_HW,EU27_2020	0.8 	2.2 	2.0 	2.0 	1.8 	0.7 	0.3 	0.2 	0.2 	1.4 	1.5 	1.0 	1.3 	1.7 	0.9 	1.2 	1.2 	-1.3 	0.7 	0.2 	0.0 	1.5 	1.0 	0.4 
Q,PCH_SM,NSA,RLPR_HW,EU28	0.6 	2.2 	1.9 	1.8 	1.8 	0.6 	0.2 	0.2 	0.0 	1.3 	1.2 	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_HW,FI	-1.8 	6.2 	3.8 	1.9 	2.2 	-2.4 	-1.6 	-2.7 	-2.4 	0.9 	0.1 	1.0 	0.8 	0.2 	-1.0 	0.3 	2.1 	-0.5 	0.2 	0.7 	0.7 	2.4 	0.4 	2.1 
Q,PCH_SM,NSA,RLPR_HW,FR	1.9 	1.4 	2.6 	2.6 	0.8 	0.3 	0.2 	0.4 	0.1 	0.7 	1.0 	-0.2 	-1.7 	2.5 	-0.3 	1.9 	2.6 	-2.7 	-1.9 	-4.0 	-2.7 	-2.2 	-0.9 	-0.9 
Q,PCH_SM,NSA,RLPR_HW,HR	0.7 	2.9 	1.4 	1.0 	-3.5 	1.2 	3.1 	2.8 	0.3 	2.2 	-4.4 	-2.3 	0.1 	-14.7 	-9.6 	-3.7 	4.9 p	18.5 p	14.6 p	8.3 p	3.7 p	6.5 p	2.7 p	2.5 p
Q,PCH_SM,NSA,RLPR_HW,HU	0.0 	4.7 	3.6 	4.0 	4.5 	3.2 	5.2 	3.2 	3.9 	5.1 	3.9 	3.8 	1.7 	0.4 	0.1 	-0.8 	2.5 p	4.4 p	4.2 p	4.6 p	3.3 p	3.8 p	1.3 p	0.4 p
Q,PCH_SM,NSA,RLPR_HW,IE	0.9 	7.0 	8.6 	2.1 	10.5 	4.9 	5.3 	-0.8 	-1.0 	2.7 	3.8 	4.0 	9.9 	30.7 	17.9 	13.7 	23.8 	-4.0 	4.2 	3.8 	-5.1 	2.8 	7.1 	7.8 
Q,PCH_SM,NSA,RLPR_HW,IS	-0.7 p	4.8 p	0.6 p	-1.2 p	4.2 p	2.4 p	0.9 p	3.0 p	-2.1 p	5.0 p	4.3 p	5.1 p	2.9 p	-0.5 p	-3.8 p	0.9 p	5.5 p	3.0 p	1.0 p	-1.3 p	-0.2 p	-1.6 p	2.3 p	-2.2 p
Q,PCH_SM,NSA,RLPR_HW,IT	0.7 	1.4 	0.2 	0.2 	0.7 	-0.5 	-0.4 	0.1 	-0.5 	1.3 	0.5 	0.6 	3.5 	6.2 	0.9 	2.0 	0.7 	-4.9 	0.1 	-0.1 	-1.1 	0.6 	0.4 	-0.8 
Q,PCH_SM,NSA,RLPR_HW,LT	7.3 	5.7 	8.5 	8.3 	4.7 	4.0 	-0.6 	0.7 	3.0 	3.7 	4.9 	4.2 	4.6 	7.7 	5.6 	6.5 	5.5 	0.3 	4.3 	2.4 	-1.2 	-4.6 	-1.8 	-5.3 
Q,PCH_SM,NSA,RLPR_HW,LU	-4.4 	-0.1 	-0.3 	-1.1 	1.3 	-3.0 	-1.9 	-2.9 	-1.8 	1.1 	-2.0 	-0.4 	2.5 	10.9 	1.2 	0.5 	2.9 	-7.9 	-2.3 	-1.5 	-4.4 p	-1.6 p	2.0 p	: 
Q,PCH_SM,NSA,RLPR_HW,LV	2.9 	7.5 	4.5 	2.1 	-0.1 	0.5 	1.6 	4.9 	6.3 	6.2 	3.3 	2.8 	2.5 	3.3 	1.9 	6.9 	9.7 	1.3 	8.1 	1.5 	-3.1 	-1.2 	-2.9 	-3.5 
Q,PCH_SM,NSA,RLPR_HW,MT	7.0 	6.2 	6.2 	5.9 	-3.6 	-1.3 	-2.0 	-2.6 	-1.5 	-2.6 	-4.0 	-2.8 	-0.2 	-5.0 	-6.6 	-3.4 	4.0 	4.9 	15.4 	10.5 	1.3 	6.1 	2.6 	1.2 
Q,PCH_SM,NSA,RLPR_HW,NL	-0.9 	1.2 	0.2 	1.7 	0.7 	0.8 	-0.7 	-2.0 	-0.5 	-1.9 	-0.6 	0.3 	1.7 p	-4.6 p	1.7 p	-2.8 p	0.1 p	2.5 p	2.8 p	0.8 p	-0.2 p	0.8 p	-0.1 p	1.9 p
Q,PCH_SM,NSA,RLPR_HW,NO	-2.3 	5.9 	3.7 	1.5 	2.9 	-3.7 	-1.5 	-0.9 	-2.4 	2.2 	-1.5 	0.2 	0.8 	-1.6 	3.1 	1.4 	0.8 	4.1 	1.0 	0.0 	0.0 	-1.5 	-0.9 	0.2 
Q,PCH_SM,NSA,RLPR_HW,PL	3.1 	5.9 	5.4 	5.4 	7.6 	7.9 	6.1 	5.9 	4.8 	5.8 	4.9 	3.7 	3.7 	-5.0 	-1.2 	-2.5 	-4.9 	2.0 	2.8 	3.0 	8.0 p	5.5 p	6.8 p	1.5 p
Q,PCH_SM,NSA,RLPR_HW,PT	-0.3 	2.2 	0.0 	1.4 	2.6 	0.0 	-0.6 	-2.3 	0.7 	2.9 	1.3 	1.2 	0.5 	3.9 	-1.7 	-0.9 	2.7 p	-6.6 p	4.2 p	9.0 p	0.8 p	9.3 p	4.7 p	0.4 p
Q,PCH_SM,NSA,RLPR_HW,RO	6.5 	4.4 	8.9 	8.0 	5.3 	7.5 	6.0 	4.7 	2.9 	3.3 	2.7 	2.6 	2.7 	4.9 	-2.7 	-0.4 	-0.7 p	-0.7 p	3.2 p	0.6 p	4.9 p	5.3 p	3.8 p	: 
Q,PCH_SM,NSA,RLPR_HW,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_SM,NSA,RLPR_HW,SE	-2.7 	4.5 	1.5 	0.2 	1.8 	-0.9 	-0.1 	0.8 	1.0 	3.1 	1.6 	3.3 	1.9 	-2.6 	3.8 	1.5 	1.7 	4.3 	0.9 	3.7 	3.4 	1.7 	-0.4 	-3.2 
Q,PCH_SM,NSA,RLPR_HW,SI	1.3 	4.6 	3.1 	6.1 	3.1 	3.3 	3.4 	0.0 	2.6 	-0.1 	-0.1 	1.8 	-0.3 	4.0 	-2.1 	1.4 	4.8 	2.0 	-0.2 	3.6 	2.6 	3.0 	1.9 	-2.1 
Q,PCH_SM,NSA,RLPR_HW,SK	-1.0 	4.6 	2.7 	2.8 	3.4 	2.5 	2.3 	2.0 	3.6 	3.1 	0.3 	1.8 	1.8 	8.9 	5.5 	8.1 	8.4 	-2.0 	2.8 	2.4 	-4.4 	-2.9 	-0.1 	-2.3 
Q,PCH_SM,NSA,RLPR_HW,UK	-0.8 	1.8 	1.7 	0.6 	2.3 	-0.3 	-0.4 	0.0 	-1.7 	0.2 	-0.1 	1.7 	0.4 	-2.1 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_PER,AT	0.8 	0.5 	0.8 	0.3 	1.0 	0.5 	0.3 	1.2 	1.0 	0.7 	0.8 	-0.7 	-3.4 	-9.7 	-3.1 	-3.6 	-3.5 	8.4 	2.7 	2.8 	4.5 	3.4 	0.7 	1.1 
Q,PCH_SM,NSA,RLPR_PER,BE	0.7 	-0.1 	-0.4 	0.0 	-0.2 	0.2 	0.4 	0.8 	0.5 	0.6 	0.9 	0.6 	-1.7 p	-12.5 p	-3.0 p	-4.3 p	-0.6 p	12.1 p	2.1 p	3.8 p	2.7 p	1.6 p	0.1 p	0.0 p
Q,PCH_SM,NSA,RLPR_PER,BG	1.6 	1.9 	0.5 	0.0 	1.5 	2.4 	3.9 	3.3 	5.0 	4.1 	3.3 	2.6 	0.5 	-5.8 	0.6 	-1.9 	6.3 	7.0 	6.5 	8.9 	2.7 p	2.6 p	1.7 p	: 
Q,PCH_SM,NSA,RLPR_PER,CH	1.3 	-0.4 	-0.1 	1.0 	1.6 	3.1 	1.4 	1.1 	0.1 	-0.7 	1.3 	0.9 	-0.9 	-5.5 	-0.3 	-0.9 	1.4 	8.7 	2.6 	2.0 	2.3 	0.5 	-0.4 	0.0 
Q,PCH_SM,NSA,RLPR_PER,CY	1.7 	0.8 	-0.4 	-0.6 	0.3 	-0.3 	0.4 	0.7 	0.6 	1.3 	2.7 	2.1 	-0.3 	-9.2 	-2.9 	-0.3 	-0.6 p	10.7 p	6.4 p	5.2 p	4.0 p	3.1 p	2.3 p	1.6 p
Q,PCH_SM,NSA,RLPR_PER,CZ	3.0 	3.4 	3.5 	4.4 	2.6 	1.4 	1.8 	1.7 	2.1 	2.5 	3.7 	2.9 	-0.4 	-8.6 	-3.7 	-2.5 	-0.9 	9.0 	2.5 	2.0 	3.4 	1.1 	-0.1 	-1.3 
Q,PCH_SM,NSA,RLPR_PER,DE	2.2 	0.0 	1.3 	1.7 	-0.2 	0.7 	-1.1 	-0.9 	0.2 p	-0.9 p	1.1 p	0.0 p	-1.3 p	-9.5 p	-1.1 p	0.1 p	-0.9 p	10.4 p	1.0 p	0.2 p	2.3 p	0.2 p	0.1 p	-0.7 p
Q,PCH_SM,NSA,RLPR_PER,DK	2.3 	1.3 	0.7 	1.0 	0.2 	0.5 	0.6 	0.7 	0.1 	-0.1 	0.2 	0.0 	0.0 	-4.1 	-0.1 	0.5 	1.2 	5.5 	0.5 	2.2 	-0.8 	-0.2 	0.6 	-0.5 
Q,PCH_SM,NSA,RLPR_PER,EA	1.3 	0.5 	1.1 	1.2 	0.4 	0.5 	-0.2 	-0.1 	0.1 	0.0 	0.9 	-0.1 	-3.1 	-11.7 	-1.8 	-2.1 	0.7 	12.0 	1.5 	2.2 	2.5 	1.6 	0.7 	0.1 
Q,PCH_SM,NSA,RLPR_PER,EA12	1.3 	0.5 	1.1 	1.2 	0.4 	0.5 	-0.2 	-0.2 	0.1 	0.0 	0.9 	-0.1 	-3.1 	-11.8 	-1.9 	-2.2 	0.6 	11.9 	1.4 	2.2 	2.5 	1.7 	0.7 	0.1 
Q,PCH_SM,NSA,RLPR_PER,EA19	1.3 	0.5 	1.1 	1.2 	0.4 	0.5 	-0.2 	-0.1 	0.1 	0.0 	0.9 	-0.1 	-3.1 	-11.7 	-1.8 	-2.1 	0.7 	12.0 	1.5 	2.2 	2.5 	1.6 	0.7 	0.1 
Q,PCH_SM,NSA,RLPR_PER,EA20	1.3 	0.5 	1.1 	1.2 	0.4 	0.5 	-0.2 	-0.1 	0.1 	0.0 	0.9 	-0.1 	-3.0 	-11.7 	-1.8 	-2.1 	0.7 	12.0 	1.5 	2.2 	2.5 	1.7 	0.7 	0.1 
Q,PCH_SM,NSA,RLPR_PER,EE	2.1 	6.8 	1.7 	1.5 	2.7 	0.3 	4.8 	3.5 	2.4 	2.8 	2.9 	1.7 	0.2 	-2.9 	5.0 	6.6 	6.1 	13.9 	5.8 	5.6 	-2.3 	-5.6 	-6.4 	-7.6 
