Scenario,Year,Crop demand,Energy crop demand,Livestock demand,Energy crop production,Non-energy crop production,Livestock production,Carbon price,Methane concentration,CO2 concentration,Nitrous oxide concentration,Economic consumption,Economic consumption ($),Electricity capacity,Biomass capacity,Coal capacity,Concentrated solar capacity,Gas capacity,Geothermal capacity,Hydropower capacity,Nuclear capacity,Offshore wind capacity,Oil capacity,Onshore wind capacity,Other electricity capacity,Solar capacity,Solar PV capacity,Wind capacity,Black carbon emissions,Methane emissions,Fossil methane emissions,Land methane emissions,Carbon monoxide emissions,CO2 emissions,CO2 emissions (BECCS),CO2 emissions (CCS),Fossil CO2 emissions,Land CO2 emissions,F-gas emissions,Kyoto gas emisisons,Nitrous oxide emissions,Land nitrous oxide emissions,Ammonia emissions,NOx emissions,Organic carbon emissions,Sulfur emissions,VOC emissions,Freight transport energy,Passenger transport energy,Final energy,Final energy (electricity),Final energy (gases),Final energy (heat),Final energy (hydrogen),Final energy (industry),Final energy (liquids),Final energy (residential/commercial),Final energy (solids),Final energy (traditional biomass),Final energy (transport),Radiative forcing,Radiative forcing (aerosols),Radiative forcing (methane),Radiative forcing (CO2),Radiative forcing (f-gases),Radiative forcing (Kyoto gases),Radiative forcing (nitrous oxide),GDP,Cropland,Forest,Pasture,Urban area,Population,Primary energy,Primary energy (kWh),Primary energy (biomass),"Primary energy (biomass, CCS)","Primary energy (biomass, no CCS)",Primary energy (coal),"Primary energy (coal, CCS)","Primary energy (coal, no CCS)",Primary energy (fossil),"Primary energy (fossil, CCS)","Primary energy (fossil, no CCS)",Primary energy (gas),"Primary energy (gas, CCS)",Primary energy (geothermal),Primary energy (hydro),Primary energy (no CCS),Primary energy (renewables excl. bio),Primary energy (nuclear),Primary energy (oil),"Primary energy (oil, CCS)","Primary energy (oil, no CCS)",Primary energy (other),Primary energy (solar),Primary energy (trad biomass),Primary energy (wind),Temperature,GDP per capita,Final energy (kWh),Final energy per capita,Primary energy per capita,CO2 emissions per capita,Methane emisisons per capita,Nitrous oxide emissions per capita,"Primary energy (%, fossil)","Primary energy (%, fossil CCS)","Primary energy (%, coal)","Primary energy (%, coal CCS)","Primary energy (%, gas)","Primary energy (%, gas CCS)","Primary energy (%, oil)","Primary energy (%, oil CCS)","Primary energy (%, nuclear)","Primary energy (%, solar)","Primary energy (%, wind)","Primary energy (%, geothermal)","Primary energy (%, hydro)","Primary energy (%, biomass)","Primary energy (%, biomass CCS)","Primary energy (%, trad biomass)",Electricity use,Electricity per capita,Final heat energy,Final heat per capita,Final transport energy,Final transport per capita,Final industry energy,Final industry per capita,Economic consumption per capita,Secondary electricity,"Secondary electricity, kWh",Secondary electricity (biomass),Secondary electricity (biomass CCS),Secondary electricity (coal),Secondary electricity (coal CCS),Secondary electricity (gas),Secondary electricity (gas CCS),Secondary electricity (geothermal),Secondary electricity (hydro),Secondary electricity (renewables excl. bio),Secondary electricity (nuclear),Secondary electricity (oil),Secondary electricity (solar),Secondary electricity (wind),Secondary electricity (gas),Secondary electricity (heat),"Secondary electricity (heat, kWh)","Secondary electricity (heat, hydro)",Secondary electricity (hydrogen),Secondary electricity (biofuels),Secondary electricity (oil),Secondary electricity per capita,Secondary heat per capita,"Secondary electricity (%, biomass)","Secondary electricity (%, biomass CCS)","Secondary electricity (%, coal)","Secondary electricity (%, coal CCS)","Secondary electricity (%, gas)","Secondary electricity (%, gas CCS)","Secondary electricity (%, geothermal)","Secondary electricity (%, hydro)","Secondary electricity (%, renewables excl. bio)","Secondary electricity (%, nuclear)","Secondary electricity (%, oil)","Secondary electricity (%, solar)","Secondary electricity (%, wind)",final_energy_biomass,final_energy_coal,final_energy_solar,annotation
SSP5 - 3.4,2005,,25325500,205757500,25325500,3327677400,205757500,0,1753.16,379.85,319.855,29680,29680000000000,3557,23.92,1134,0,925.2,7.727,702.4,400.9,,,,,1.053,1.053,39.69,6725500,333547000,105600000,156547000,NaN,35229942500,0,0,29550000000,5682942500,672700000,47570000000,9806725.6,7160725.6,39271500,116738000,28982600,113853800,155255900,85050,38050,91861.18460000001,14861.123000000001,14252.789180000002,3061.1135600000002,96.3611882,,35972.251000000004,,23627.796680000003,9063.89614,24141.685980000002,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,56690000000000,1472996200,4187285600,3116996100,132766500.00000001,6505000000,129055.65880000002,129055658800000.02,15508.34574,0,15508.34574,33944.471600000004,0,33944.471600000004,107611.1972,0,107611.1972,27244.46624,0,60.9167154,2969.44682,27244.46624,3138.8914000000004,2811.11336,46444.4816,,46444.4816,,1.7222236,9186.118460000002,106.94453000000001,0.91338626,8714.834742505765,91861184600000,14121.627148347425,19839.455618754808,5.4158251345119135,0.05127548039969254,0.0015075673481936972,83.38355574687903,0,26.302195436935,0,21.110632802410674,0,35.98794662074902,,2.178217821782178,0.0013344812742143778,0.08286698235040896,0.04720189410245371,2.3009040034438226,12.016788635385277,0,7.117950925527336,14861123000000.002,2284.5692544196777,3061113560000,470.5785641813989,24141685980000.004,3711.250727132975,,,4562.6441199077635,18397.236940000003,18397236940000.004,96.388966,0,7419.450380000001,0,3805.5586000000003,0,60.9167154,2969.44682,3138.8914000000004,2811.11336,1126.112012,1.7222236,106.94453000000001,15644.456960000001,3627.7806800000003,3627780680000.0005,0,96.3611882,0,39472.2538,2828.1686302843973,557.6911114527287,0.5239317529820322,0,40.32915597161407,0,20.685489959232974,0,0.3311188283255322,16.140721727313906,17.06175449192209,15.280084553827567,6.121093160199305,0.009361316623886454,0.5813075645477881,48.46,36.6,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2010,,11213800,235444900,11213800,3758809400,235444900,0,1812.864,390.5053,323.68957,32950,32950000000000,4176,34.61,1299,0.53,1147,11.55,743.3,403.7,,,,,39.35,38.82,180.4,6710000,371457800,121500000,172257800,NaN,36335005000,0,0,32200000000,4135005000,870400000,49950000000,10300587.5,7867587.5,42481200,111401000,28399200,94702800,152730600,93100,41740,99000.07920000001,17491.68066,15766.67928,2925.00234,108.88897600000001,,37388.9188,,25311.131360000003,9291.674100000002,25991.68746,2.1389449,-1.05220968,0.58827586,1.837859,0.031102416,2.5390686,0.16780423,67570000000000,1518499700,4154551400.0000005,3084651700,132766500.00000001,6894000000,139639.0006,139639000600000,16619.45774,0,16619.45774,37611.141200000005,0,37611.141200000005,116416.75980000001,0,116416.75980000001,31166.691600000002,0,91.0556284,3144.44696,31166.691600000002,3786.1141400000006,2830.55782,47638.927,,47638.927,,65.72227480000001,9397.22974,483.88927600000005,0.98929222,9801.276472294749,99000079200000,14360.324804177546,20255.149492312157,5.270525819553234,0.05388131708732231,0.0014941380185668697,83.36980306345734,0,26.934553411577483,0,22.319474835886215,0,34.11577481599364,,2.0270539088919834,0.047065844440023874,0.3465287447781978,0.06520787746170678,2.2518400636562563,11.901730654465885,0,6.7296598368808445,17491680660000.002,2537.2324717145348,2925002340000,424.2823237597911,25991687460000,3770.1896518711924,,,4779.518421816072,21525.01722,21525017220000,139.4723338,0,8505.562360000002,0,5152.781900000001,0,91.02785060000001,3144.44696,3786.1141400000006,2830.55782,1113.3342240000002,65.72227480000001,483.88927600000005,17208.347100000003,3411.11384,3411113840000,0.027777800000000002,108.88897600000001,60.3333816,40500.032400000004,3122.28274151436,494.7945807948941,0.6479545747838431,0,39.51477610014196,0,23.938572719060527,0,0.4228932765518131,14.60833655955607,17.589366369854176,13.150083881791197,5.1722802942315145,0.3053297199638663,2.2480320041295654,50.06,41.06,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2020,,83659900,304184700,83659900,4527751900,304184700,7.333,1904.6995,414.8492,331.11989,47109.4654,47109465400000,5795,45.62,1297,4.427,2241,14.31,702.1,481.9,,,,,269.5,265.1,514.7,6410600,391012300,124100000,204212300,NaN,39549850200,168000,702000,38370000000,1170850200,1451000000,54550000000,10758180.200000001,8591180.200000001,49648400,113572800,26350000,74514300,152216600,134600,65450,125222.32240000002,24369.46394,20363.90518,2966.66904,132.5556616,,55222.26640000001,,22161.12884,6388.894,37888.919200000004,2.6780564,-0.92803454,0.627381431,2.1615375,0.062254569,2.9504813,0.19103233,101900000000000,1625273400,4143246400,2993900800,132766500.00000001,7552000000,172166.8044,172166804400000,18277.792400000002,0.9444452,18277.792400000002,32888.9152,1.0000008,32888.9152,145639.0054,2.1666684000000003,145639.0054,47083.37100000001,1.1944454,112.8334236,2988.8912800000003,47083.37100000001,4888.8928000000005,3377.7804800000004,65666.7192,,65666.7192,,458.61147800000003,6433.33848,1328.3343960000002,1.2594494,13493.114406779661,125222322400000.02,16581.345656779664,22797.511175847456,5.237003469279661,0.05177599311440678,0.0014245471663135595,84.5918038076799,0.0012584704743465636,19.102936431106812,0.0005808325266214909,27.347531461761864,0.0006937721845756696,38.141335914811236,,1.9619232010325913,0.26637625040335594,0.7715392061955471,0.06553727008712489,1.736043885124234,10.616327847692805,0.0005485640529202969,3.7366892545982577,24369463940000,3226.8887632415253,2966669040000,392.8322351694915,37888919200000.01,5017.0708686440685,,,6238.011837923729,29194.467800000002,29194467800000.004,184.0557028,0.0833334,8488.89568,0.22222240000000001,11444.4536,0.0833334,112.80564580000001,2988.8912800000003,4888.8928000000005,3377.7804800000004,803.333976,458.61147800000003,1328.3343960000002,22319.4623,3366.66936,3366669360000,0.027777800000000002,132.5556616,1175.834274,57583.379400000005,3865.7928760593227,445.79837923728815,0.6304471931493815,0.000285442435775452,29.07706945765937,0.0007611798287345385,39.20076117982874,0.000285442435775452,0.3863939105613701,10.237868696479543,16.74595623215985,11.569933396764986,2.7516650808753567,1.5708848715509038,4.549952426260704,49.15,30.63,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2030,,74239100,386507800,74239100,4950724100,386507800,23.59,1930.817,442.3492,338.19333,70515.7073,70515707300000,7844,61.1,827.5,5.07,4448,27.05,705.6,615.4,,,,,259.5,254.4,790.9,5533700,380046100,104800000,222346100,NaN,44473965000,43300000,279000000,43100000000,1375965000,1118000000,58680000000,10718810.9,8808810.9,55669000,100743000,23468400,53476100,140375600,178500,94340,151166.7876,34083.3606,20619.46094,3369.4471400000007,202.8612734,,76916.7282,,15963.901660000001,2902.7801,52388.9308,3.1726066,-0.78732021,0.638325118,2.5050787,0.087043941,3.3500132,0.21290027,164800000000000,1668544200,4143143299.9999995,2938341500,132766500.00000001,8054000000,200444.60480000003,200444604800000.03,15013.9009,253.44464720000002,14761.122920000002,20536.127540000005,242.94463880000004,20291.6829,175444.5848,1113.88978,174333.47280000002,66666.72,870.83403,213.7779488,3002.78018,65805.6082,5652.782300000001,4313.89234,88250.0706,,88250.0706,,445.278134,2913.8912200000004,1991.1127040000001,1.5541351,20461.882294512045,151166787600000,18769.15664266203,24887.584405264468,5.521972311894711,0.04718724857213807,0.0013308680034765335,87.52771618625277,0.5557095343680709,10.24528824833703,0.12120288248337029,33.259423503325934,0.43445121951219506,44.02716186252771,,2.152161862527716,0.2221452328159645,0.9933481152993346,0.10665188470066517,1.4980598669623058,7.490299334811529,0.12644124168514412,1.4537139689578715,34083360600000,4231.8550533896205,3369447140000.0005,418.3569828656569,52388930800000,6504.709560466848,,,8755.364700769804,39305.587,39305587000000,262.222432,19.833349200000004,5405.559880000001,26.6389102,23297.24086,427.500342,213.25017060000002,3002.78018,5652.782300000001,4313.89234,383.05586200000005,445.278134,1991.1127040000001,22408.351260000003,3725.00298,3725002980000,0.5277782000000001,202.8612734,1026.38971,79222.2856,4880.2566426620315,462.5034740501614,0.6671378091872792,0.05045936395759718,13.752650176678447,0.06777385159010602,59.27208480565371,1.0876325088339223,0.5425441696113075,7.63957597173145,14.381625441696116,10.975265017667846,0.9745583038869259,1.132862190812721,5.065724381625443,38.07,19.4,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2040,,109734000,460248100,109734000,5335194400,460248100,72.53,1857.4596,471.40906,344.43327,106575.9826,106575982600000,10060,94.89,329,24.87,6057,36.38,987.6,881.8,,,,,305.7,280.8,1366,4649200,328620400,74040000,218020400,NaN,43522287500,477000000,3050000000,42640000000,887087500,564400000,55780000000,10421959.7,8614959.7,59920100,83410200,20536300,36908700,126575000,202900,110900,168666.80160000004,44750.035800000005,22227.795560000002,3483.33612,651.6671880000001,,86583.4026,,10952.786540000001,808.3339800000001,58777.8248,3.5586912,-0.65113455,0.607389545,2.8456335,0.089641359,3.6858804,0.23199959,255800000000000,1737241400,4143257700,2864520300,132766500.00000001,8403000000,217222.396,217222396000000,12616.676760000002,2875.0023,9741.67446,11405.564680000001,2394.7241380000005,9011.11832,190166.8188,12455.565520000002,177694.58660000004,83250.0666,10061.11916,331.66693200000003,4027.7810000000004,73194.50300000001,8263.8955,6180.5605000000005,95500.0764,,95500.0764,,602.77826,809.7228700000001,3300.0026400000006,1.8386769,30441.50898488635,168666801600000.03,20072.21249553731,25850.57669879805,5.179374925621802,0.03910750922289658,0.0012402665357610376,87.54475703324808,5.734015345268543,5.250639386189259,1.1024296675191818,38.32480818414322,4.631713554987212,43.96419437340153,,2.8452685421994883,0.2774936061381074,1.5191815856777495,0.15268542199488494,1.854219948849105,5.808184143222507,1.3235294117647058,0.3727621483375959,44750035800000.01,5325.483255980008,3483336120000,414.5348232774009,58777824800000,6994.861930263001,,,12683.087302153992,49861.151000000005,49861151000000.01,553.055998,197.9446028,2146.1128280000003,162.94457480000003,32750.026200000004,5341.670940000001,286.666896,4027.7810000000004,8219.45102,6180.5605000000005,0.027777800000000002,602.77826,3300.0026400000006,24150.01932,3758.3363400000003,3758336340000.0005,44.91670260000001,651.6671880000001,1088.056426,86916.7362,5933.732119481138,447.2612566940379,1.109192200557103,0.39699164345403903,4.304178272980502,0.3267966573816156,65.6824512534819,10.713091922005571,0.5749303621169916,8.07799442896936,16.48467966573816,12.395543175487465,0.00005571030640668523,1.2089136490250696,6.618384401114207,26.54,12.89,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2050,,1157429900,514826600,1157429900,5716099500,514826600,131.4,1730.107,496.69914,349.22238,149949.2914,149949291400000,13840,108.7,103.4,208.9,6566,40.21,1762,1356,,,,,1005,796.3,2901,3725800,292489500,56170000,212389500,NaN,37420938200,2020000000,10700000000,36800000000,620238200,149200000,48000000000,9272135.200000001,7616135.199999999,63119000,59973200,18854100,25382000,114924800,235200,133200,186944.594,59916.7146,23619.463340000002,3400.0027200000004,1696.9458020000002,,90861.18380000001,,7444.450400000001,0,65583.3858,3.7780434,-0.53604905,0.552155392,3.1253406,0.073498693,3.9168705,0.24653942,355400000000000,1783310500,4143258500,2817268800,132766500.00000001,8579000000,241361.3042,241361304200000,18805.570600000003,12516.676680000002,6286.11614,12350.009880000001,8580.56242,3769.4474600000003,196972.37980000002,42388.9228,154555.6792,92972.2966,33805.5826,752.2228240000001,6533.33856,59166.71400000001,16086.12398,9500.0076,91638.9622,,91638.9622,,2442.7797320000004,0,6355.560640000001,2.0578536,41426.73971325329,186944594000000,21790.953957337686,28133.96715234876,4.361923091269379,0.034093658934607765,0.0010807944049423012,81.60893083208656,17.562435262976177,5.116814362987686,3.555069628265623,38.51996777534814,14.006214754287031,37.967545172056624,,3.9360110484520656,1.0120842444470022,2.633214409022903,0.3116584186902981,2.706870756128438,7.791460467257452,5.185867188399126,0,59916714600000,6984.114069238839,3400002720000.0005,396.31690406807326,65583385800000,7644.642242685628,,,17478.64452733419,64555.607200000006,64555607200000.01,1145.278694,741.66726,682.500546,273.0279962,37583.36340000001,18475.01478,316.944698,6533.33856,15650.012520000002,9500.0076,0.027777800000000002,2442.7797320000004,6355.560640000001,25830.57622,3577.7806400000004,3577780640000.0005,435.27812600000004,1696.9458020000002,4869.448340000001,83388.9556,7524.840564168318,417.03935656836467,1.7740963855421688,1.148881239242685,1.0572289156626506,0.42293459552495694,58.21858864027539,28.618760757314977,0.4909638554216867,10.120481927710841,24.242685025817558,14.716006884681585,0.00004302925989672977,3.7839931153184168,9.845094664371773,17.49,9.316,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2060,,5030808100,546835200,5030808100,6003412000,546835200,251.7,1615.0347,514.78851,352.94863,198225.1333,198225133300000,20640,93.46,41.39,1074,6481,42.27,2745,1920,,,,,4038,2964,5284,3288900,263913200.00000003,46700000,195013200,NaN,28454157200,5780000000,17300000000,26140000000,2314157200,153000000,38450000000,9587741.799999999,8162741.8,69928100,54135000,17920400,19880600,104606400,256700,151200,194694.60020000002,75694.505,24008.352540000004,3386.11382,3086.11358,,84000.0672,,4497.225820000001,0,66972.2758,3.8752887,-0.49930169,0.500422726,3.3168049,0.055814542,4.0577592,0.25778259,462600000000000,1917306400,4144274099.9999995,2669935600,132766500.00000001,8589000000,261944.654,261944654000000,39361.1426,35527.806200000006,3833.3364000000006,14155.566880000002,12375.009900000001,1779.7236460000001,177305.6974,56250.045000000006,121027.87460000001,90611.1836,43888.924000000006,2099.723902,9261.118520000002,46722.2596,31833.3588,13455.56632,72527.83580000002,,72527.83580000002,,9991.67466,0,10480.56394,2.2014632,53859.58784491792,194694600200000,22667.900826638725,30497.68937012458,3.3128603096984515,0.030726883222726747,0.001116281499592502,67.68822905620361,21.47401908801697,5.404029692470838,4.7242841993637334,34.59172852598091,16.75503711558855,27.68822905620361,,5.13679745493107,3.8144220572640513,4.001060445387063,0.8015906680805939,3.5355249204665964,15.026511134676563,13.563096500530225,0,75694505000000,8812.95901734777,3386113820000,394.238423565025,66972275800000,7797.447409477239,,,23078.95369658866,81694.50980000001,81694509800000.02,2321.668524,1978.890472,283.33356000000003,267.2502138,35583.3618,23963.90806,333.3336,9261.118520000002,30055.579600000005,13455.56632,0.027777800000000002,9991.67466,10480.56394,26138.9098,3563.8917400000005,3563891740000.0005,1766.390302,3086.11358,13713.89986,66000.0528,9511.527511933871,414.9367493305391,2.8418905134308057,2.4223053383202986,0.3468208092485549,0.327133628017681,43.5566133968038,29.333560013600813,0.4080244814688881,11.33628017681061,36.79020741244475,16.470588235294116,0.00003400204012240734,12.23053383202992,12.82896973818429,10.27,5.923,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2070,,9704882200,562247800,9704882200,6179976400,562247800,359.5,1525.9636,522.97327,357.10367,238718.4373,238718437300000,30450,76.8,32.71,3383,5398,43.41,3585,2464,,,,,10400,7020,8452,2906900,238394600,34600000,181594600,NaN,15509429100,10200000000,20800000000,13000000000,2511429100,177300000,25180000000,10485312.200000001,9075312.200000001,75658900,47191200,17113500,15276500,92649600,250100,165700,199000.1592,92305.6294,26516.68788,5105.55964,4702.78154,,67611.1652,,2728.057738,0,61805.605,3.9038144,-0.46194324,0.459065559,3.4012347,0.04730339,4.110856,0.27024875,584000000000000,2058834300,4144306800.0000005,2526307200,132766500.00000001,8457000000,273750.21900000004,273750219000000.03,63694.49540000001,61416.715800000005,2270.557372,12263.8987,11013.8977,1250.0010000000002,136638.9982,51555.5968,85083.4014,79777.8416,40527.81020000001,4788.89272,10994.45324,39222.2536,56138.9338,17266.68048,44611.1468,,44611.1468,,25047.242260000003,0,15316.678920000002,2.2986361,69055.22052737378,199000159200000,23530.82170982618,32369.66051791416,1.833916175948918,0.028189026841669622,0.0012398382641598676,49.91374936580416,18.83307965499746,4.479959411466259,4.0233384069000495,29.142567224759002,14.80466768138001,16.296296296296294,,6.30745814307458,9.149670218163369,5.595129375951294,1.7493658041603244,4.016235413495687,23.267376966007102,22.43531202435312,0,92305629400000,10914.701359820267,5105559640000,603.7081281778409,61805605000000,7308.218635449924,,,28227.31906113279,100138.96900000001,100138969000000.02,3569.4473000000003,3311.11376,223.05573400000003,222.8057338,27391.688580000002,22175.01774,342.22249600000004,10994.45324,51694.4858,17266.68048,0.027777800000000002,25047.242260000003,15316.678920000002,28861.134200000004,5375.0043000000005,5375004300000.001,4447.225780000001,4702.78154,23005.57396,40583.3658,11840.95648575145,635.5686768357575,3.564493758668516,3.306518723994452,0.22274618585298198,0.22249653259361996,27.353675450762825,22.14424410540915,0.341747572815534,10.979195561719832,51.622746185852975,17.24271844660194,0.00002773925104022191,25.0124826629681,15.295423023578364,5.55,4.271,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2080,,14470651000,563882300,14470651000,6239495900,563882300,607.1,1443.3662,520.26523,361.80904,301715.2318,301715231800000,44230,83.6,19.61,7306,3399,43.41,4100,2888,,,,,20900,13590,12800,2620600,206529900,20690000,163229900,NaN,2748193000,14900000000,21900000000,612200000,2136193000.0000002,178500000,11780000000,10943469.1,9383469.1,80005200,41027500,16437600,12135900,84649700,236000,193900,209333.5008,112694.5346,23600.01888,7866.672960000001,7102.783460000001,,55944.4892,,2101.668348,0,60861.1598,3.8328105,-0.43135416,0.419591297,3.3734471,0.043222651,4.0593306,0.28427761,713300000000000,2192342800,4144354000.0000005,2365604900,132766500.00000001,8200000000,286666.896,286666896000000,88166.7372,86666.736,1486.945634,8280.56218,7175.00574,1107.2231080000001,89944.51640000001,34222.2496,55694.489,57027.82340000001,27061.132760000004,8150.006520000001,12008.34294,29972.246200000005,88388.9596,20238.90508,24636.130820000002,,24636.130820000002,,46944.482,0,21272.239240000003,2.3413351,86987.80487804877,209333500800000,25528.475707317073,34959.37756097561,0.3351454878048781,0.025186573170731707,0.0013345694024390242,31.375968992248065,11.937984496124033,2.8885658914728682,2.502906976744186,19.89341085271318,9.439922480620156,8.593992248062015,,7.0600775193798455,16.375968992248062,7.420542635658915,2.8430232558139537,4.188953488372093,30.75581395348837,30.23255813953488,0,112694534600000,13743.235926829268,7866672960000.001,959.3503609756099,60861159800000,7422.092658536585,,,36794.54046341463,122777.876,122777876000000,4808.33718,4669.44818,131.44454960000002,131.1389938,17019.45806,14916.678600000001,342.22249600000004,12008.34294,80583.3978,20238.90508,0.027777800000000002,46944.482,21272.239240000003,25208.3535,8280.56218,8280562180000.001,7805.561800000001,7102.783460000001,30888.913600000003,22422.24016,14972.911707317073,1009.824656097561,3.9162895927601813,3.8031674208144794,0.10705882352941176,0.10680995475113123,13.861990950226243,12.149321266968325,0.27873303167420815,9.780542986425338,65.63348416289593,16.4841628959276,0.00002262443438914027,38.235294117647065,17.32579185520362,3.783,3.783,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2090,,18761840600,551415000,18761840600,6211186900,551415000,980.8,1358.624,508.34984,366.72618,360220.2635,360220263500000,61050,208.5,7.433,11640,1470,42.89,4277,2935,,,,,33600,21960,18510,2436200,174261500,9681000,141561500,NaN,-8535276800,19400000000,22300000000,-9651000000,1115723200,172500000,-172600000,11441235.8,9681235.8,83506300,36461100,16009699.999999998,10915600,79998600,218000,209400,221722.39960000003,130833.43800000001,17141.68038,11361.120200000001,10527.7862,,49583.37300000001,,2275.2795980000005,0,60833.382000000005,3.660717,-0.41460306,0.377866332,3.249438,0.041136134,3.9121854,0.29883934,847100000000000,2220239700,4147798799.9999995,2331973800,132766500.00000001,7831000000,301111.352,301111352000000,110250.0882,108972.30940000001,1274.167686,3408.33606,2145.2794940000003,1263.6121220000002,48277.8164,14302.789220000002,33972.2494,31305.580600000005,12155.56528,12166.6764,12319.454300000001,19155.57088,122027.87540000002,20563.90534,13547.233060000002,,13547.233060000002,,69722.278,0,27833.355600000003,2.3228136,108172.6471714979,221722399600000.03,28313.420967947903,38451.20061294854,-1.0899344655854935,0.022252777423062187,0.0014610184906142256,16.03321033210332,4.750000000000001,1.131918819188192,0.7124538745387454,10.396678966789668,4.03690036900369,4.4990774907749085,,6.8293357933579335,23.1549815498155,9.243542435424356,4.040590405904059,4.091328413284133,36.61439114391143,36.190036900369,0,130833438000000.02,16707.117609500703,11361120200000.002,1450.7879198059,60833382000000.01,7768.277614608608,,,45999.26746264845,144944.5604,144944560400000,6550.00524,6516.671880000001,48.944483600000005,48.61115,7594.45052,6838.894360000001,338.055826,12319.454300000001,110194.5326,20563.90534,0.027777800000000002,69722.278,27833.355600000003,17405.569480000002,11961.120680000002,11961120680000.002,11830.565020000002,10527.7862,36527.807,12330.56542,18509.07424339165,1527.4065483335464,4.518972786508241,4.495975469528555,0.03376772709850518,0.03353775392870832,5.23955538520506,4.718282866998851,0.2332311230356459,8.49942506707551,76.02529704867766,14.187428133384442,0.000019164430816404755,48.10272134917594,19.202759678037566,3.875,4.317,,Fossil-fueled Development - Taking the Highway
SSP5 - 3.4,2100,,19915488200,526742700,19915488200,6163501900,526742700,1570,1278.0111,491.47596,371.19061,420621.6353,420621635300000,74990,370.2,6.648,15280,826.4,43.41,4354,2645,,,,,45300,30020,21450,2274400,146481600,4845000,118481600,NaN,-13600102400,21100000000,22500000000,-13860000000,260597600,183600000,-6085000000,10800800.7,8920800.7,84517400,33119600,15641500,10102700,75947300,200800,236500,232861.2974,144666.7824,13152.788300000002,14350.01148,13119.45494,,45250.0362,,2318.8907440000003,0,63083.3838,3.431628,-0.40388579,0.336914144,3.068758,0.03987182,3.7084197,0.31197493,986700000000000,2228084100,4147802700,2316526300,132766500.00000001,7375000000,313889.14,313889140000000,116694.53780000002,115527.8702,1155.5564800000002,1499.723422,136.944554,1362.778868,31361.136200000004,7188.89464,24172.241560000002,20338.905160000002,7050.00564,15408.34566,12452.78774,13288.899520000003,147416.7846,18538.90372,9519.452060000001,,9519.452060000001,,88527.8486,0,31027.802600000003,2.2520359,133789.83050847458,232861297400000,31574.41320677966,42561.2393220339,-1.8440816813559322,0.019861911864406778,0.0014645153491525422,9.991150442477876,2.2902654867256635,0.47778761061946906,0.0436283185840708,6.479646017699116,2.2460176991150442,3.0327433628318587,,5.906194690265486,28.20353982300885,9.88495575221239,4.9088495575221245,3.9672566371681413,37.17699115044248,36.80530973451327,0,144666782400000,19615.834901694914,14350011480000,1945.7642684745763,63083383800000,8553.679159322033,,,57033.44207457627,163194.575,163194575000000,7730.56174,7725.00618,43.6944794,43.4167014,4513.8925,4180.558900000001,342.22249600000004,12452.78774,132361.217,18538.90372,0.027777800000000002,88527.8486,31027.802600000003,12513.8989,15105.567640000001,15105567640000.002,15066.678720000002,13119.45494,36722.251599999996,8663.895820000002,22128.077966101693,2048.2125613559324,4.737021276595745,4.733617021276595,0.026774468085106376,0.026604255319148933,2.7659574468085104,2.561702127659575,0.20970212765957447,7.63063829787234,81.1063829787234,11.359999999999998,0.00001702127659574468,54.24680851063829,19.01276595744681,3.692,4.657,,Fossil-fueled Development - Taking the Highway
